"Country","RowID","Age","Gender","Kids","Education","WrkStatus","Income","Occupation","YearsInPos","MnthsInPos","CommSize","MaritalStat","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcrast","OthrProcrast","DPMean","AIPMean","GPMean","SWLSMean","OccupatnAlt","EducationAlt","HDICategory","HDI"
"*Missing*",4124,32.5,"Female","No","ma","Student",10000,"please specify","7",8,"Medium-Sized","Single",0,0,4,4,4,4,4,1,2,2,3,4,3,4,4,4,4,3,2,3,2,3,4,1,3,2,4,3,4,4,5,4,3,4,2,3,4,3,3,4,4,4,2,3,2,2,2,"Yes","Yes",3.2,3,3.35,2.6,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4125,28,"Female","No","deg","*Missing*",NA,"0","0",0,"*Missing*","*Missing*",0,0,5,5,5,5,5,1,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,"Yes","Yes",4,4.33,4.65,1.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4128,37.5,"Female","No","deg","Full-Time",NA,"0","0",0,"*Missing*","*Missing*",0,0,3,4,4,3,3,4,3,4,3,3,2,3,3,2,3,4,4,4,3,3,3,3,4,5,4,3,3,4,3,2,4,3,4,3,3,4,4,3,4,4,2,3,3,2,2,"Yes","Yes",2.8,3.2,3.45,2.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4250,28,"Female","No","","*Missing*",NA,"","0",0,"*Missing*","Single",0,0,4,5,3,2,2,1,4,5,5,2,4,5,4,3,3,4,3,5,3,4,5,3,5,2,5,3,4,3,5,5,5,5,3,3,4,3,3,4,5,4,3,4,3,1,3,"Yes","Yes",2.8,3.53,3.95,3,"*MISSING*","*Missing*","*Missing*",NA
"*Missing*",4251,37.5,"Male","No","ma","Full-Time",87500,"","3",6,"Village","Married",0,0,3,2,2,2,2,3,1,2,2,3,2,2,3,3,3,3,2,3,2,4,3,2,3,1,2,2,3,3,4,2,2,3,4,2,3,2,2,4,4,4,4,4,4,4,3,"Yes","*Missing*",1.8,2.4,2.75,4,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4252,32.5,"Male","Yes","ma","Full-Time",87500,"","0",0,"*Missing*","Married",NA,1,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,3,4,5,4,2,5,4,5,3,5,5,3,4,5,3,4,5,5,3,2,3,2,4,3,"Yes","*Missing*",3.6,4.6,4.2,2.8,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4255,21,"Female","No","ltuni","Student",10000,"","0",0,"Rural/Country","Single",0,0,4,4,4,3,3,2,2,2,3,3,2,4,3,2,4,4,4,4,2,3,4,2,4,5,3,3,3,4,4,2,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,"Yes","Yes",3,2.93,3.55,4,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4256,45,"Female","Yes","deg","Unemployed",10000,"","0",0,"Rural/Country","Married",0,4,2,3,4,2,2,3,2,5,3,2,1,3,3,2,3,5,3,5,3,4,4,2,4,5,4,5,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,"No","Yes",3,3,3.8,4.4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4257,67.5,"Male","No","ma","Full-Time",87500,"","0",0,"Village","Single",0,0,5,5,5,4,4,1,1,3,3,5,3,3,4,4,4,3,2,2,2,3,4,4,3,5,1,2,4,5,5,4,1,4,1,3,3,3,3,3,4,3,1,1,2,1,1,"Yes","Yes",3.8,2.93,3.25,1.6,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4258,55,"Female","Yes","phd","Part-Time",NA,"","2",0,"Village","Married",NA,1,1,1,1,1,1,5,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,"No","No",1,1.93,1,3.8,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4259,28,"Female","No","ma","Full-Time",NA,"","4",0,"*Missing*","Single",0,0,4,4,4,3,3,3,4,5,5,4,5,5,5,5,5,4,3,4,3,3,4,3,5,5,3,2,5,5,5,5,5,5,5,4,5,5,2,5,4,4,1,1,1,2,2,"Yes","Yes",3,4.2,4.25,1.8,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4261,21,"Female","No","deg","Student",NA,"","0",0,"*Missing*","Single",0,0,1,1,1,1,1,1,2,3,4,3,1,3,3,1,2,3,4,4,3,4,3,3,2,5,4,5,4,1,4,4,2,4,2,4,2,3,4,3,5,1,3,5,3,2,3,"Yes","No",0.8,2.53,3.4,2.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4262,55,"Male","Yes","ma","Retired",10000,"retired","2",0,"Small Town","Widowed",NA,1,4,4,4,2,5,1,1,1,5,5,5,5,1,5,1,2,3,4,2,5,5,1,5,5,1,2,5,2,4,1,5,1,1,5,5,2,1,3,5,3,1,1,1,1,3,"Yes","No",3,3.07,3.2,1.4,"RETIRED","Masters","*Missing*",NA
"*Missing*",4263,45,"Female","No","ma","Unemployed",NA,"0","0",0,"Small Town","Single",0,0,2,2,2,2,1,2,2,3,3,1,3,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,5,1,1,1,1,3,2,2,1,2,3,3,3,3,3,"No","No",1.6,1.87,1.55,2.8,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4264,37.5,"Male","No","ma","Full-Time",67500,"director","3",0,"Large-City","Divorced",0,0,4,4,4,3,3,4,1,5,4,3,2,3,4,2,4,4,2,3,2,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,"Yes","No",3,3.07,3.65,3,"DIRECTOR","Masters","*Missing*",NA
"*Missing*",4186,21,"Female","No","ltuni","*Missing*",NA,"","0",0,"*Missing*","*Missing*",0,0,3,3,4,3,3,2,1,2,2,2,2,1,3,2,2,3,1,2,2,3,3,3,2,2,4,2,2,3,4,2,3,3,4,2,2,3,3,1,4,2,4,4,4,4,4,"Yes","No",2.6,2,2.75,3.6,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4187,20,"Female","No","ltuni","*Missing*",NA,"","0",0,"Village","*Missing*",0,0,2,1,4,1,1,1,1,1,1,1,1,1,3,1,1,2,3,5,1,3,3,1,2,2,4,3,3,3,2,1,1,1,1,1,5,5,3,2,3,2,4,4,4,5,4,"No","No",1.6,1.6,2.45,3.8,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4188,55,"Female","Yes","ma","Student",250000,"","0",0,"Large Town","Married",NA,1,2,2,2,2,2,3,1,3,3,3,2,4,3,3,3,4,2,3,3,4,4,2,3,4,4,4,4,3,4,2,2,3,4,3,3,3,3,4,4,4,3,3,2,3,2,"Yes","Yes",1.8,2.8,3.35,3,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4151,25,"Female","No","ma","Student",10000,"","2",0,"*Missing*","*Missing*",0,0,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,1,2,4,1,1,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,"Yes","No",2.4,2.67,2.4,3,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4152,32.5,"Male","No","ma","*Missing*",NA,"","0",0,"Village","*Missing*",0,0,2,3,3,3,3,1,2,3,3,2,3,3,3,3,3,2,3,1,3,2,3,2,3,2,2,2,2,3,3,3,4,2,1,1,3,4,2,3,2,3,3,3,3,3,3,"Yes","No",2.2,2.53,2.45,3,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4154,55,"Male","Yes","deg","Full-Time",87500,"","10",8,"Medium-Sized","Married",NA,1,3,4,4,4,4,4,1,2,2,5,5,4,4,5,4,4,2,4,2,5,4,4,4,2,5,4,4,4,5,1,4,4,5,4,4,4,4,4,3,4,3,4,3,4,3,"Yes","Yes",3.2,3.47,3.9,3.6,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4156,55,"Female","Yes","ma","Student",NA,"","0",0,"*Missing*","Widowed",NA,1,2,4,4,3,3,3,2,5,2,3,2,3,4,3,3,3,4,4,2,4,3,2,4,1,2,2,4,5,3,3,4,4,4,5,4,3,3,5,1,5,3,3,3,3,1,"Yes","Yes",2.8,3.07,3.3,3.4,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4157,55,"Male","No","lthigh","Retired",45000,"","10",7,"Small Town","Single",0,0,2,4,5,5,5,1,1,5,1,3,2,4,4,3,2,4,1,4,1,5,5,4,5,3,5,3,3,1,3,1,4,3,5,1,1,5,2,4,5,5,2,2,3,2,1,"Yes","No",3.2,2.73,3.4,2.8,"*MISSING*","Left High School","*Missing*",NA
"*Missing*",4158,55,"*Missing*","No","phd","Unemployed",NA,"","14",0,"*Missing*","Married",0,0,5,5,5,5,5,1,1,5,4,3,4,4,3,3,3,5,4,5,1,5,4,5,1,1,5,2,4,5,5,2,5,5,3,2,1,3,4,3,5,2,1,1,1,1,1,"Yes","No",4,3.4,3.5,1.2,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4159,67.5,"Male","No","high","Retired",35000,"","10",0,"*Missing*","Single",0,0,4,4,4,2,2,1,1,3,2,2,2,3,3,2,2,3,1,2,2,2,3,2,2,3,2,2,3,3,4,2,4,3,4,4,4,3,2,4,2,4,4,3,4,4,3,"Yes","No",2.8,2.07,2.9,3.8,"*MISSING*","High School","*Missing*",NA
"*Missing*",4160,19,"Female","No","ltuni","Student",10000,"","0",0,"Village","Single",0,0,5,4,5,3,3,1,4,5,4,3,1,5,1,3,4,3,3,4,5,4,4,2,4,5,5,2,4,5,5,5,5,5,2,5,4,5,5,3,3,2,4,4,4,4,3,"Yes","Yes",3.4,3.27,4.1,3.6,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4162,55,"Female","Yes","ltuni","*Missing*",150000,"","0",0,"Large Town","Married",NA,2,4,4,4,3,3,3,2,5,4,3,2,4,4,4,5,4,3,2,4,4,4,4,4,1,5,2,4,3,4,2,4,4,4,4,4,5,5,3,5,4,4,4,4,4,4,"Yes","Yes",3.4,3.47,3.75,4,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4166,45,"Female","No","phd","Full-Time",87500,"","12",0,"Village","*Missing*",0,0,3,3,3,3,3,3,2,3,3,3,2,3,3,1,2,4,3,3,2,4,4,2,3,1,5,3,2,4,4,2,3,3,3,4,2,4,4,2,2,3,3,2,2,4,2,"Yes","Yes",2.4,2.67,3.05,2.8,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4167,45,"Female","No","deg","Student",NA,"","0",0,"*Missing*","Married",0,0,2,1,1,1,1,1,1,3,2,1,4,1,1,4,2,2,3,1,1,2,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,4,4,4,4,2,"Yes","*Missing*",1,1.87,1.5,3.6,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4170,22,"Female","No","deg","Full-Time",NA,"","0",0,"*Missing*","Single",0,0,4,3,4,3,3,1,2,3,3,3,3,4,4,2,4,2,3,3,2,3,4,2,3,3,3,3,4,4,4,3,4,4,1,3,4,4,4,4,4,4,3,4,4,4,3,"Yes","Yes",2.8,2.8,3.4,3.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4171,45,"Female","No","deg","Full-Time",45000,"","0",0,"Medium-Sized","Single",0,0,2,2,2,2,2,1,1,4,2,2,2,1,1,1,2,3,3,1,1,2,2,2,1,4,1,1,2,4,2,1,5,1,1,1,2,1,2,1,2,4,5,5,5,5,5,"No","No",1.6,1.8,1.9,4.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4172,67.5,"Male","Yes","phd","Full-Time",150000,"","6",0,"Large Town","Married",NA,1,3,2,3,3,3,4,4,5,2,4,3,4,3,4,3,3,4,4,4,3,4,2,3,2,3,2,4,4,4,2,2,4,3,3,4,4,3,5,4,4,4,4,4,4,3,"Yes","Yes",2.4,3.6,3.25,4,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4174,19,"Female","No","ltuni","Student",NA,"","0",0,"*Missing*","Single",0,0,3,4,4,2,2,1,1,1,2,1,3,3,2,1,3,3,2,4,2,2,3,1,3,3,3,2,3,3,4,2,2,3,3,4,3,3,2,1,4,2,3,4,3,3,4,"Yes","No",2.6,2.07,2.7,3,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4175,24,"Male","No","deg","Full-Time",15000,"","0",0,"*Missing*","*Missing*",0,0,5,1,5,3,3,2,4,5,4,4,1,5,2,3,5,5,5,2,4,3,5,1,5,5,4,5,5,3,5,1,5,5,3,3,5,4,5,4,5,5,1,1,1,1,4,"Yes","Yes",2.8,3.6,4.05,1.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4176,28,"Female","No","ma","Full-Time",55000,"","1",0,"*Missing*","Single",0,0,3,2,2,2,2,2,2,3,3,4,5,3,4,3,4,1,3,1,3,5,4,3,2,2,3,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,"*Missing*","*Missing*",1.8,2.87,3.3,3.4,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4177,55,"Female","No","phd","Part-Time",35000,"","10",0,"Large Town","Married",0,0,2,2,2,2,2,1,3,1,4,3,3,4,3,4,4,2,5,3,5,3,3,3,3,5,2,3,3,3,4,4,5,4,1,4,4,4,3,5,3,4,4,4,4,4,2,"Yes","Yes",1.6,3.13,3.45,4,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4181,32.5,"Male","No","ma","Unemployed",NA,"","0",0,"Village","Single",0,0,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,1,1,1,1,1,"Yes","Yes",3.8,4.47,4.8,1.8,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4182,37.5,"Female","No","ltuni","Student",NA,"","0",0,"*Missing*","Single",0,0,5,5,5,5,5,2,3,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,1,3,5,5,5,4,5,5,3,3,5,4,2,5,5,5,1,1,1,1,1,"Yes","Yes",4,4.47,4.1,1.8,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4183,45,"Male","Yes","deg","Full-Time",150000,"","12",6,"*Missing*","Divorced",NA,2,3,3,2,3,3,1,1,3,3,4,2,4,3,5,4,2,2,2,1,3,4,1,3,3,4,1,4,2,4,2,1,4,1,3,5,5,3,5,5,5,2,1,1,3,2,"Yes","Yes",2.6,2.67,3.15,2.4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4224,20,"Male","No","ltuni","*Missing*",NA,"","0",0,"*Missing*","Single",0,0,4,4,4,3,3,1,1,5,1,2,3,4,4,1,3,4,1,3,1,4,4,3,3,2,2,2,4,4,4,1,2,4,2,2,4,3,2,3,4,4,5,5,5,5,5,"Yes","Yes",3,2.47,2.95,4.8,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4225,28,"Male","No","deg","Student",25000,"","0",0,"*Missing*","Single",0,0,2,3,3,2,2,1,1,3,2,2,1,1,1,2,4,4,3,4,1,3,2,1,2,2,4,4,2,3,4,1,1,3,1,2,2,4,2,3,3,4,4,4,4,4,1,"No","No",2,2.13,2.45,4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4226,23,"Female","No","deg","Student",10000,"","0",0,"Village","Single",0,0,3,3,4,1,1,1,2,4,3,1,1,3,4,1,2,2,3,2,2,1,4,2,3,4,1,3,3,4,3,2,2,3,1,2,4,3,2,3,1,3,3,4,4,2,3,"Yes","Yes",2.2,2.13,2.55,3.2,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4227,21,"Female","No","ltuni","Student",NA,"","0",0,"*Missing*","Single",0,0,4,4,3,3,3,1,1,4,4,4,1,3,4,1,4,3,4,4,2,4,4,3,3,4,4,3,4,4,4,2,3,5,1,2,5,4,2,5,5,5,4,5,2,5,3,"Yes","Yes",2.8,2.87,3.55,4.2,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4190,32.5,"Male","No","lthigh","*Missing*",NA,"","0",0,"*Missing*","*Missing*",0,0,4,5,4,5,5,4,2,5,3,5,2,5,5,4,4,5,3,5,3,5,5,5,4,1,5,5,4,4,5,2,4,4,4,4,4,4,4,5,5,5,1,3,3,1,1,"Yes","Yes",3.6,4,4.15,2.6,"*MISSING*","Left High School","*Missing*",NA
"*Missing*",4191,21,"Female","No","deg","Full-Time",67500,"","0",0,"*Missing*","*Missing*",0,0,5,5,5,5,4,2,3,4,2,5,5,5,5,5,5,5,1,3,1,5,5,3,5,3,5,4,5,5,5,5,3,5,4,4,5,5,5,5,5,5,1,1,1,1,1,"Yes","No",4,3.67,4.55,1.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4192,28,"Male","No","phd","Full-Time",45000,"","3",0,"Large Town","Married",0,0,3,3,5,1,1,1,2,3,2,1,1,2,3,1,2,2,2,3,2,1,2,1,3,3,2,2,2,4,3,3,3,3,1,4,4,5,4,3,3,2,3,4,3,5,1,"Yes","Yes",2.4,1.87,2.8,3.4,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4193,24,"Female","No","deg","Student",NA,"","0",0,"*Missing*","Single",0,0,3,4,4,3,3,1,2,4,4,2,2,3,4,2,4,2,4,2,4,5,5,4,1,5,5,3,5,3,5,3,1,4,1,4,5,2,5,4,5,4,4,4,4,5,4,"Yes","No",2.8,2.87,3.75,4.2,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4194,55,"Male","Yes","phd","Full-Time",67500,"","0",0,"*Missing*","Married",NA,0,3,5,5,5,5,4,3,2,4,4,2,4,4,3,3,4,3,4,3,5,4,1,3,3,3,2,4,5,3,1,2,4,3,5,4,4,3,4,5,2,2,2,2,2,1,"No","Yes",3.6,3.47,3.4,2,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4195,20,"Male","No","ltuni","Student",15000,"",NA,0,"Village","Single",0,0,3,4,4,2,3,3,3,4,3,4,1,4,3,3,3,4,4,5,2,3,4,3,4,5,3,4,4,3,4,2,3,4,3,4,4,4,3,4,5,1,3,3,4,3,4,"Yes","Yes",2.6,3.27,3.65,2.8,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4196,19,"Male","No","ltuni","Student",NA,"","0",0,"*Missing*","Single",0,0,5,5,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,1,4,5,5,5,5,5,5,4,5,4,5,3,"Yes","Yes",3.2,4.67,4.5,4.6,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4197,25,"Female","No","ma","Student",NA,"","0",0,"*Missing*","Single",0,0,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,4,3,2,2,3,1,3,4,2,3,3,3,3,3,4,3,2,2,3,4,2,3,3,3,4,4,4,4,4,"Yes","Yes",2,2.33,2.8,3.8,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4198,28,"Male","No","deg","Student",NA,"","0",0,"*Missing*","Single",0,0,3,5,5,3,3,1,3,3,4,4,2,4,5,5,4,5,4,4,3,4,4,2,4,4,3,5,4,4,4,4,4,4,4,4,4,1,2,4,4,4,2,2,2,2,2,"Yes","Yes",3.2,3.6,3.65,2.4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4199,55,"Male","Yes","ma","Full-Time",67500,"","0",0,"Large Town","Married",0,1,4,3,5,4,4,1,1,2,4,4,3,2,3,3,4,3,3,5,3,4,3,5,5,2,1,2,3,4,4,4,2,5,1,3,4,4,3,2,3,3,5,5,5,5,3,"Yes","No",3.4,3,3.2,4.6,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4200,37.5,"Female","No","ma","Part-Time",NA,"","0",0,"Village","Single",0,0,3,3,3,3,3,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,5,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3,4,3,3,3,3,4,"Yes","Yes",2.4,3.53,3.5,3.2,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4201,45,"Female","No","phd","Full-Time",67500,"","10",0,"Small Town","Single",0,0,3,2,2,2,2,2,4,4,5,5,4,5,5,5,5,3,5,2,5,5,5,3,3,2,3,3,4,3,5,5,4,5,3,3,4,3,4,5,5,5,4,4,4,5,4,"Yes","Yes",1.8,4.07,3.85,4.4,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4202,28,"Female","No","deg","Full-Time",NA,"","4",4,"*Missing*","*Missing*",0,0,2,3,4,2,2,1,1,2,1,3,2,2,2,2,2,4,3,3,1,2,3,1,3,2,3,3,3,4,3,2,2,3,1,3,3,3,2,3,3,4,2,4,2,2,1,"Yes","No",2.2,2.07,2.6,2.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4203,45,"Female","No","ma","Full-Time",87500,"","5",0,"Village","Single",0,0,2,2,3,2,2,3,2,3,3,3,1,2,4,1,3,3,2,3,2,4,4,4,3,5,3,3,5,3,5,2,4,3,5,4,4,5,5,5,5,4,3,3,3,3,3,"Yes","Yes",1.8,2.47,4.05,3.2,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4205,23,"Female","No","ma","Student",NA,"","1",1,"Large Town","Single",0,0,3,2,2,2,2,2,2,2,3,3,4,2,3,3,4,3,3,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,4,3,2,1,3,1,4,2,4,4,3,3,"No","No",1.8,2.73,2.55,3.4,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4206,45,"Male","No","phd","Full-Time",150000,"","0",0,"*Missing*","*Missing*",0,0,3,4,3,2,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,3,2,4,3,2,3,3,3,4,3,3,3,3,2,2,2,4,2,5,4,4,4,5,"No","No",2.4,3.2,2.9,3.8,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4207,23,"Male","No","deg","Full-Time",55000,"","1",0,"Village","Single",0,0,4,5,4,4,3,2,3,5,5,4,4,5,5,4,5,4,4,3,4,3,4,1,3,2,4,4,4,4,5,4,4,5,4,3,5,5,4,4,4,5,4,4,2,2,2,"Yes","Yes",3.4,4,3.8,3.4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4209,55,"Female","Yes","deg","Unemployed",150000,"","14",0,"Rural/Country","*Missing*",0,1,4,4,4,4,4,1,1,4,3,4,4,3,5,3,3,3,3,3,3,3,4,2,5,5,2,4,4,5,5,3,3,5,2,3,4,5,4,5,4,5,3,3,3,2,1,"Yes","Yes",3.4,3.13,3.85,3.2,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4212,32.5,"Male","No","deg","Full-Time",67500,"","2",0,"*Missing*","*Missing*",0,0,2,2,2,2,2,1,3,5,5,2,4,4,4,1,4,4,5,2,5,3,4,2,2,5,3,4,4,2,4,5,5,5,2,3,4,5,4,5,5,5,4,4,4,2,2,"Yes","No",1.6,3.4,3.8,3.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4213,45,"Female","No","","*Missing*",NA,"","0",0,"Village","Married",0,0,3,3,3,2,2,2,2,1,2,3,3,2,3,1,1,4,2,2,1,1,3,1,1,3,3,2,2,3,3,1,2,2,1,1,3,2,1,3,3,3,3,3,3,3,2,"Yes","No",2.2,2.07,2.05,3,"*MISSING*","*Missing*","*Missing*",NA
"*Missing*",4214,45,"Male","No","ma","Part-Time",10000,"","10",0,"Village","Single",0,0,4,4,3,3,3,3,4,2,5,5,3,4,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,5,2,2,4,4,4,4,4,4,3,4,2,3,2,"Yes","Yes",2.8,3.73,3.75,3.2,"*MISSING*","Masters","*Missing*",NA
"*Missing*",4215,45,"Male","No","deg","Full-Time",150000,"","14",0,"Village","Married",0,0,4,4,1,1,1,2,1,5,2,2,1,1,2,1,1,3,1,3,1,3,3,2,2,2,2,2,3,1,3,1,2,3,3,2,3,4,3,3,3,2,3,3,3,3,4,"Yes","No",2,1.8,2.5,2.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4216,28,"Female","No","deg","Part-Time",15000,"","3",0,"Village","Single",0,0,2,3,2,2,2,5,4,5,4,2,4,2,3,2,4,4,5,4,4,2,4,2,1,5,4,1,3,3,4,2,4,2,5,3,5,4,4,3,3,4,3,4,3,3,2,"Yes","No",1.8,3.6,3.2,3.4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4218,32.5,"Male","Yes","phd","Full-Time",45000,"","5",0,"Village","Married",NA,1,3,2,4,2,2,1,1,1,2,2,1,2,3,2,2,4,3,3,2,2,3,2,2,5,2,4,3,3,3,1,3,3,1,3,3,4,3,4,3,2,5,4,4,5,5,"No","No",2.4,2.07,2.85,4,"*MISSING*","PhD","*Missing*",NA
"*Missing*",4221,37.5,"Male","No","dip","Full-Time",45000,"","0",3,"*Missing*","Single",0,0,3,1,1,1,1,4,1,3,1,2,1,3,2,4,2,2,1,2,1,2,2,1,1,1,1,2,3,2,3,2,2,4,4,3,2,4,2,2,3,4,2,2,3,3,4,"No","No",1.2,2,2.3,2.8,"*MISSING*","Diploma","*Missing*",NA
"*Missing*",4222,55,"Female","No","ltuni","*Missing*",NA,"","0",0,"*Missing*","*Missing*",0,0,4,3,3,3,3,1,2,3,3,3,3,2,3,3,5,4,2,2,2,5,5,2,3,1,5,3,4,4,5,2,3,4,2,3,3,3,3,5,4,4,3,4,4,4,1,"Yes","Yes",2.6,2.73,3.45,3.8,"*MISSING*","Left University","*Missing*",NA
"*Missing*",4241,28,"Female","No","deg","Unemployed",10000,"","0",0,"*Missing*","Single",0,0,4,5,4,3,3,1,2,5,4,3,5,3,3,5,4,2,3,3,3,3,3,1,2,3,1,2,4,2,4,3,2,4,1,1,3,4,3,5,4,5,4,4,4,3,4,"Yes","No",3.2,3.27,2.75,4,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4242,45,"Female","No","deg","Unemployed",NA,"","0",0,"Village","Single",0,0,4,3,4,4,4,1,1,1,3,3,3,3,2,1,4,3,1,4,1,1,5,4,2,4,1,3,4,3,3,1,3,1,2,1,3,3,3,3,5,3,3,3,3,2,2,"Yes","Yes",3,2.33,2.75,2.8,"*MISSING*","Degree","*Missing*",NA
"*Missing*",4230,32.5,"Male","No","grade","*Missing*",NA,"","0",0,"*Missing*","*Missing*",0,0,4,5,5,2,1,1,2,3,3,4,2,5,5,4,4,4,4,4,3,5,4,3,3,2,3,4,4,5,5,3,5,5,1,4,5,5,3,5,5,4,3,3,4,4,4,"Yes","Yes",3.2,3.27,3.95,3.6,"*MISSING*","Elementary School","*Missing*",NA
"*Missing*",4232,19,"Female","No","ltuni","Student",NA,"","0",0,"*Missing*","Single",0,0,4,4,4,3,4,1,1,2,2,1,1,1,3,1,3,2,1,4,1,1,3,1,3,2,2,2,1,4,4,1,4,3,3,2,3,1,2,3,1,2,4,5,5,5,4,"Yes","No",3,1.87,2.3,4.2,"*MISSING*","Left University","*Missing*",NA
