"RowID","ï..Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Country.of.residence","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator."
70,45,"Male","No Kids","ma","full-time",67500,"Gender/Public Health Consultant",3,0,"Large-City","Myanmar","Married","0",0,3,1,1,1,1,2,2,5,4,3,5,5,5,4,5,5,2,3,1,2,5,3,5,1,4,2,5,3,5,1,4,5,4,5,5,5,2,5,3,5,5,5,3,3,1,"yes","yes"
71,45,"Male","No Kids","ltuni","full-time",150000,"chairman of the board",2,1,"Large Town","Peru","Married","0",0,4,4,4,3,3,2,2,4,3,4,5,5,4,4,4,3,2,3,2,4,4,3,4,2,4,3,4,3,4,4,4,4,3,4,4,5,5,4,4,3,3,3,2,3,2,"yes","yes"
72,16.5,"Female","No Kids","lthigh","student",10000,"",1,5,"Village","Peru","Single","0",0,4,4,4,4,5,1,4,4,5,2,2,5,4,2,5,5,4,5,5,3,5,1,2,4,5,2,5,4,5,4,2,5,2,3,5,5,3,5,5,5,1,3,3,1,4,"yes","no"
73,45,"Female","No Kids","deg","full-time",45000,"",2.1e-24,0,"Village","Peru","Divorced","0",0,2,1,1,1,1,1,1,1,3,1,1,2,2,1,3,2,2,2,2,2,3,1,1,1,2,1,3,1,4,2,2,3,2,1,2,4,3,1,2,1,5,5,5,5,5,"yes","no"
74,67.5,"Male","Yes Kids","deg","part-time",87500,"Media Consultant",4,0,"Large-City","Albania","Divorced","0",2,4,3,2,2,1,4,1,5,1,2,1,1,3,2,3,3,1,3,1,5,4,1,2,2,3,2,2,2,4,1,2,4,4,4,4,4,4,3,4,4,3,4,3,5,4,"yes","no"
75,45,"Female","No Kids","ltuni","full-time",150000,"",1.5e-19,0,"Large Town","Albania","Single","0",0,3,3,5,3,3,3,1,2,1,2,2,2,2,1,2,3,2,2,1,5,5,3,2,2,5,4,5,5,5,1,3,4,5,5,5,4,3,4,4,4,3,3,3,4,2,"yes","no"
76,22,"Female","No Kids","deg","full-time",15000,"Social Policy Analyst",1,3,"Large-City","Dominican Republic","Single","0",0,5,5,3,3,3,3,5,4,5,5,5,5,4,5,5,4,4,4,5,5,5,3,1,4,4,3,3,4,4,2,2,4,3,3,4,3,3,4,4,5,2,4,3,4,3,"yes","yes"
77,80,"Male","No Kids","ma","retired",45000,"retired",17,0,"Medium-Sized","Andorra","Single","0",0,2,1,1,2,1,1,1,3,2,1,1,1,1,3,1,2,2,1,1,1,3,3,1,1,1,1,2,1,3,1,5,3,2,2,1,4,4,1,1,1,4,4,4,4,4,"no","no"
78,55,"Male","Yes Kids","ma","full-time",250000,"Finance",23,0,"Large-City","Andorra","Married","0",5,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2,4,4,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,2,2,2,3,4,3,2,4,3,4,4,4,3,"no","no"
79,45,"Female","No Kids","deg","full-time",55000,"Translator",14,0,"Medium-Sized","Slovenia","Single","0",0,5,5,5,5,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,5,4,4,4,4,3,3,5,3,4,4,5,4,3,3,4,4,3,"yes","yes"
80,32.5,"Male","Yes Kids","ma","full-time",45000,"manager",2,0,"Medium-Sized","Slovenia","Married","Female",0,4,4,5,5,5,1,1,1,2,5,5,4,5,4,5,4,2,1,2,3,4,3,3,1,3,4,4,4,5,3,2,4,1,3,5,4,4,4,5,3,2,2,2,3,2,"yes","yes"
81,21,"Male","No Kids","ltuni","student",10000,"please specify",2,7,"Medium-Sized","Slovenia","Single","0",0,5,5,4,4,4,4,5,5,4,3,5,4,5,4,5,4,4,4,4,4,5,4,4,5,5,3,4,4,4,4,1,4,4,4,5,5,4,5,3,4,4,4,4,4,4,"yes","yes"
82,21,"Female","No Kids","ltuni","student",NA,"0",0,0,"Village","Slovenia","Single","0",0,1,3,1,1,1,1,1,1,2,1,1,2,3,1,3,1,1,3,1,1,5,1,1,3,2,2,4,2,1,2,5,3,1,3,4,2,2,4,5,5,4,4,5,5,5,"no","no"
83,21,"Female","No Kids","ltuni","student",10000,"0",0,0,"Small City","Slovenia","Single","0",0,4,5,3,3,3,1,1,1,1,2,1,3,5,1,5,5,1,3,1,5,5,4,2,5,1,1,5,2,5,1,5,5,3,3,4,4,2,5,5,5,2,4,1,1,1,"yes","yes"
84,21,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Slovenia","Single","0",0,5,5,5,5,5,4,1,3,4,4,5,5,4,3,5,3,1,5,1,4,5,3,5,4,5,4,5,4,5,2,2,5,5,4,5,4,5,5,5,4,1,1,2,2,1,"yes","yes"
85,37.5,"Male","No Kids","ma","full-time",67500,"Technical director",1,2,"Large-City","Russia","Married","0",0,4,4,4,3,4,2,3,4,3,3,4,2,3,2,3,3,2,2,4,5,2,1,2,2,3,1,2,3,4,4,2,4,4,2,4,4,1,3,1,2,2,3,3,2,1,"yes","no"
86,23,"Female","No Kids","deg","student",NA,"0",3,0,"Small Town","Barbados","Single","0",0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no"
87,24,"Female","No Kids","deg","student",NA,"please specify",0,0,"Large-City","Philippines","Single","0",0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,"yes","yes"
88,55,"Male","No Kids","ltuni","part-time",NA,"audio engineer",17,0,"Large-City","Philippines","Divorced","0",0,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,"no","no"
89,28,"Female","Yes Kids","deg","full-time",10000,"Research Associate",7,3,"Large Town","Philippines","Married","0",1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,"yes","yes"
90,45,"Male","No Kids","deg","part-time",55000,"Controller",9,8,"Medium-Sized","Philippines","Single","0",0,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,"yes","yes"
91,37.5,"Female","Yes Kids","deg","part-time",10000,"businesswoman",4,10,"Small City","Philippines","Married","0",1,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,"yes","yes"
92,19,"Male","No Kids","ltuni","student",10000,"",0,4,"Village","Philippines","Single","0",0,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,"yes","yes"
93,45,"Female","Yes Kids","dip","full-time",87500,"",6,3,"Small Town","Philippines","Married","Male",4,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,"yes","yes"
94,23,"Male","No Kids","deg","part-time",10000,"",2,3,"8","Philippines","Single","0",0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,"yes","yes"
95,19,"Female","No Kids","deg","student",NA,"",0,0,"Village","Philippines","Single","0",0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,"yes","no"
96,20,"Male","No Kids","deg","student",15000,"",0,2,"8","Philippines","Single","0",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no"
97,28,"Female","Yes Kids","ltuni","unemployed",10000,"",3,4,"Large-City","Philippines","Single","Male",0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes"
98,45,"Female","No Kids","deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Malaysia","Divorced","0",0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes"
99,20,"Female","No Kids","deg","student",10000,"please specify",0,0,"Medium-Sized","Malaysia","Single","0",0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes"
100,16.5,"Male","No Kids","high","student",10000,"0",0,0,"Large-City","Malaysia","Single","0",0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,"yes","yes"
101,32.5,"Male","Yes Kids","phd","full-time",45000,"",3,0,"Village","Malaysia","Married","Male",0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no"
102,20,"Male","No Kids","deg","student",NA,"",2,0,"Village","Malaysia","Single","0",0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no"
103,24,"Male","No Kids","deg","unemployed",10000,"0",0,0,"Large-City","Greece","Single","0",0,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,"yes","yes"
104,24,"Male","No Kids","phd","full-time",15000,"IT",0,6,"Large-City","Greece","Single","0",0,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,"yes","yes"
105,20,"Male","No Kids","ltuni","part-time",NA,"Programmer",0,3,"Large-City","Greece","Single","0",0,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,"yes","yes"
106,37.5,"Male","Yes Kids","high","full-time",25000,"airport ground handler",9,0,"Medium-Sized","Greece","Separated","Male",4,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,"yes","no"
107,32.5,"Male","No Kids","ma","full-time",25000,"Computer Programmer",2,6,"Large-City","Greece","Single","0",0,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,"yes","yes"
108,67.5,"Male","Yes Kids","phd","retired",25000,"",0,0,"Village","Greece","Married","Male",1,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,"yes","no"
109,37.5,"Male","No Kids","ma","full-time",67500,"",14,0,"Village","Greece","Single","0",0,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,"yes","yes"
110,24,"Female","No Kids","ltuni","student",10000,"",6,0,"Small Town","Greece","Single","0",0,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,"yes","yes"
111,25,"Male","No Kids","ltuni","student",NA,"",0,0,"Village","Greece","Single","0",0,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,"yes","yes"
112,24,"Male","No Kids","deg","student",NA,"",0,0,"Village","Greece","Single","0",0,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,"yes","yes"
113,45,"Female","No Kids","ltuni","part-time",15000,"teacher",0,4,"Medium-Sized","Denmark","Married","0",0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,"yes","no"
114,28,"Female","No Kids","deg","student",35000,"0",0,0,"Medium-Sized","Denmark","Married","0",0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,"yes","yes"
115,28,"Female","No Kids","ma","student",15000,"",0,0,"Small Town","Denmark","","0",0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,"yes","yes"
116,45,"Male","Yes Kids","ma","full-time",67500,"",1,0,"Large Town","Denmark","Married","Male",3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,"yes","yes"
117,37.5,"Male","No Kids","ma","student",10000,"",0,0,"Small Town","Denmark","Married","0",0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,"yes","no"
118,37.5,"Male","Yes Kids","ma","full-time",87500,"",4,8,"Village","Denmark","Married","0",2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,"yes","no"
119,45,"Female","Yes Kids","ltuni","full-time",55000,"",0,3,"Village","Denmark","Married","Male",1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,"yes","no"
120,32.5,"Female","No Kids","deg","student",NA,"",0,0,"Small Town","Denmark","Single","0",0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,"yes","no"
121,45,"Female","Yes Kids","ma","full-time",55000,"",1.5e-19,0,"Village","Denmark","Divorced","0",1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,"yes","yes"
122,22,"Male","No Kids","ltuni","student",10000,"Computer Science",5,6,"Large-City","Spain","Single","0",0,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,"no","no"
123,21,"Male","No Kids","high","student",10000,"please specify",17,0,"Medium-Sized","Spain","Single","0",0,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,"yes","yes"
124,22,"Male","No Kids","grade","unemployed",10000,"Unemployed",0,0,"Large Town","Spain","Single","0",0,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,"yes","yes"
125,20,"Male","No Kids","ltuni","student",10000,"please specify",13,0,"Small City","Spain","Single","0",0,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,"yes","yes"
126,24,"Female","No Kids","deg","part-time",15000,"EFL Teacher/ Professional Researcher",2,4,"Large Town","Spain","Single","0",0,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,"yes","yes"
127,37.5,"Male","No Kids","ma","full-time",55000,"0",7,10,"Large-City","Spain","Single","0",0,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,"no","no"
128,45,"Male","No Kids","ltuni","full-time",35000,"0",2,0,"Medium-Sized","Spain","Single","0",0,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,"yes","yes"
129,45,"Male","Yes Kids","phd","full-time",150000,"Doctor; Physician",14,0,"Large-City","Spain","Married","3",0,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,"yes","no"
130,32.5,"Female","Yes Kids","ma","full-time",15000,"",5,0,"Small Town","Spain","Married","Female",1,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,"yes","no"
131,16.5,"Male","No Kids","lthigh","student",NA,"",3,0,"Rural/Country","Spain","Single","0",0,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,2,2,3,2,2,"yes","yes"
132,37.5,"Male","No Kids","ma","part-time",15000,"",0,7,"Village","Spain","Single","0",0,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,"yes","yes"
133,45,"Male","Yes Kids","phd","full-time",35000,"",6,0,"Village","Spain","Married","Female",1,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,"yes","4"
134,37.5,"Female","Yes Kids","deg","full-time",35000,"",4,6,"Small Town","Spain","Single","Male",0,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,"yes","no"
135,28,"Male","No Kids","high","full-time",25000,"",4,0,"Small Town","Spain","Single","0",0,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,"yes","yes"
136,32.5,"Male","Yes Kids","ma","full-time",45000,"Editor",3,2,"Large-City","Chile","Married","0",1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes"
137,45,"Female","No Kids","ma","full-time",25000,"",14,0,"Village","Chile","Married","0",0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no"
138,23,"Male","No Kids","ltuni","student",10000,"",4,6,"Small Town","Chile","Single","0",0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes"
139,45,"Male","Yes Kids","dip","full-time",150000,"",9,0,"Village","Chile","Separated","Female",0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes"
140,55,"Female","No Kids","dip","full-time",35000,"Software Developer",23,0,"Village","Finland","Single","0",0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,"yes","no"
141,28,"Male","No Kids","ltuni","student",10000,"0",0,0,"Medium-Sized","Finland","Single","0",0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,"yes","yes"
142,16.5,"Female","No Kids","ltuni","student",10000,"0",0,0,"Medium-Sized","Finland","Single","0",0,3,2,2,2,2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,3,3,3,4,2,"yes","yes"
143,16.5,"Female","No Kids","lthigh","student",NA,"",0,0,"Village","Finland","Single","0",0,3,4,5,3,3,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,2,4,1,1,1,"yes","no"
144,45,"Male","Yes Kids","ma","full-time",45000,"",5,0,"Large Town","Finland","Divorced","0",1,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,"no","yes"
145,55,"Female","Yes Kids","ma","full-time",10000,"",0,4,"Small Town","Finland","Divorced","3",0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,"yes","yes"
146,28,"Female","No Kids","deg","part-time",15000,"",0,0,"Large Town","Finland","Single","0",0,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,"yes","yes"
147,28,"Male","No Kids","deg","unemployed",10000,"",0,0,"Large Town","Finland","Single","0",0,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,"yes","yes"
148,28,"Female","No Kids","phd","full-time",15000,"",4,0,"Small Town","Finland","Single","0",0,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,"no","no"
149,22,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Finland","Single","0",0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes"
150,22,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Finland","Single","0",0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes"
151,32.5,"Male","Yes Kids","phd","full-time",35000,"",0,4,"Large Town","Finland","Married","0",1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,"yes","yes"
