"Age","Gender","Kids","Education","EducationAlt","WrkStatus","Income","Occupation","OccupatnAlt","YearsInPos","MnthsInPos","CommSize","Country","MaritalStat","Sons","Daughters","SelfProcrast","OthrProcrast","HDICategory","DPMean","AIPMean","GPMean","SWLSMean","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5"
28,"Female","No","","*Missing*","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.8,3.53,3.95,3,4,5,3,2,2,1,4,5,5,2,4,5,4,3,3,4,3,5,3,4,5,3,5,2,5,3,4,3,5,5,5,5,3,3,4,3,3,4,5,4,3,4,3,1,3
37.5,"Male","No","ma","Masters","Full-Time",87500,"","*MISSING*","3",6,"Village","*Missing*","Married",0,0,"Yes","*Missing*","*Missing*",1.8,2.4,2.75,4,3,2,2,2,2,3,1,2,2,3,2,2,3,3,3,3,2,3,2,4,3,2,3,1,2,2,3,3,4,2,2,3,4,2,3,2,2,4,4,4,4,4,4,4,3
32.5,"Male","Yes","ma","Masters","Full-Time",87500,"","*MISSING*","0",0,"*Missing*","*Missing*","Married",NA,1,"Yes","*Missing*","*Missing*",3.6,4.6,4.2,2.8,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,3,4,5,4,2,5,4,5,3,5,5,3,4,5,3,4,5,5,3,2,3,2,4,3
21,"Female","No","ltuni","Left University","Student",10000,"","*MISSING*","0",0,"Rural/Country","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3,2.93,3.55,4,4,4,4,3,3,2,2,2,3,3,2,4,3,2,4,4,4,4,2,3,4,2,4,5,3,3,3,4,4,2,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4
45,"Female","Yes","deg","Degree","Unemployed",10000,"","*MISSING*","0",0,"Rural/Country","*Missing*","Married",0,4,"No","Yes","*Missing*",3,3,3.8,4.4,2,3,4,2,2,3,2,5,3,2,1,3,3,2,3,5,3,5,3,4,4,2,4,5,4,5,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5
67.5,"Male","No","ma","Masters","Full-Time",87500,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.8,2.93,3.25,1.6,5,5,5,4,4,1,1,3,3,5,3,3,4,4,4,3,2,2,2,3,4,4,3,5,1,2,4,5,5,4,1,4,1,3,3,3,3,3,4,3,1,1,2,1,1
55,"Female","Yes","phd","PhD","Part-Time",NA,"","*MISSING*","2",0,"Village","*Missing*","Married",NA,1,"No","No","*Missing*",1,1.93,1,3.8,1,1,1,1,1,5,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5
28,"Female","No","ma","Masters","Full-Time",NA,"","*MISSING*","4",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3,4.2,4.25,1.8,4,4,4,3,3,3,4,5,5,4,5,5,5,5,5,4,3,4,3,3,4,3,5,5,3,2,5,5,5,5,5,5,5,4,5,5,2,5,4,4,1,1,1,2,2
21,"Female","No","deg","Degree","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",0.8,2.53,3.4,2.8,1,1,1,1,1,1,2,3,4,3,1,3,3,1,2,3,4,4,3,4,3,3,2,5,4,5,4,1,4,4,2,4,2,4,2,3,4,3,5,1,3,5,3,2,3
55,"Male","Yes","ma","Masters","Retired",10000,"retired","RETIRED","2",0,"Small Town","*Missing*","Widowed",NA,1,"Yes","No","*Missing*",3,3.07,3.2,1.4,4,4,4,2,5,1,1,1,5,5,5,5,1,5,1,2,3,4,2,5,5,1,5,5,1,2,5,2,4,1,5,1,1,5,5,2,1,3,5,3,1,1,1,1,3
45,"Female","No","ma","Masters","Unemployed",NA,"0","*MISSING*","0",0,"Small Town","*Missing*","Single",0,0,"No","No","*Missing*",1.6,1.87,1.55,2.8,2,2,2,2,1,2,2,3,3,1,3,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,5,1,1,1,1,3,2,2,1,2,3,3,3,3,3
37.5,"Male","No","ma","Masters","Full-Time",67500,"director","DIRECTOR","3",0,"Large-City","*Missing*","Divorced",0,0,"Yes","No","*Missing*",3,3.07,3.65,3,4,4,4,3,3,4,1,5,4,3,2,3,4,2,4,4,2,3,2,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2
21,"Female","No","ltuni","Left University","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",2.6,2,2.75,3.6,3,3,4,3,3,2,1,2,2,2,2,1,3,2,2,3,1,2,2,3,3,3,2,2,4,2,2,3,4,2,3,3,4,2,2,3,3,1,4,2,4,4,4,4,4
20,"Female","No","ltuni","Left University","*Missing*",NA,"","*MISSING*","0",0,"Village","*Missing*","*Missing*",0,0,"No","No","*Missing*",1.6,1.6,2.45,3.8,2,1,4,1,1,1,1,1,1,1,1,1,3,1,1,2,3,5,1,3,3,1,2,2,4,3,3,3,2,1,1,1,1,1,5,5,3,2,3,2,4,4,4,5,4
55,"Female","Yes","ma","Masters","Student",250000,"","*MISSING*","0",0,"Large Town","*Missing*","Married",NA,1,"Yes","Yes","*Missing*",1.8,2.8,3.35,3,2,2,2,2,2,3,1,3,3,3,2,4,3,3,3,4,2,3,3,4,4,2,3,4,4,4,4,3,4,2,2,3,4,3,3,3,3,4,4,4,3,3,2,3,2
25,"Female","No","ma","Masters","Student",10000,"","*MISSING*","2",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",2.4,2.67,2.4,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,1,2,4,1,1,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
32.5,"Male","No","ma","Masters","*Missing*",NA,"","*MISSING*","0",0,"Village","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",2.2,2.53,2.45,3,2,3,3,3,3,1,2,3,3,2,3,3,3,3,3,2,3,1,3,2,3,2,3,2,2,2,2,3,3,3,4,2,1,1,3,4,2,3,2,3,3,3,3,3,3
55,"Male","Yes","deg","Degree","Full-Time",87500,"","*MISSING*","10",8,"Medium-Sized","*Missing*","Married",NA,1,"Yes","Yes","*Missing*",3.2,3.47,3.9,3.6,3,4,4,4,4,4,1,2,2,5,5,4,4,5,4,4,2,4,2,5,4,4,4,2,5,4,4,4,5,1,4,4,5,4,4,4,4,4,3,4,3,4,3,4,3
55,"Female","Yes","ma","Masters","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Widowed",NA,1,"Yes","Yes","*Missing*",2.8,3.07,3.3,3.4,2,4,4,3,3,3,2,5,2,3,2,3,4,3,3,3,4,4,2,4,3,2,4,1,2,2,4,5,3,3,4,4,4,5,4,3,3,5,1,5,3,3,3,3,1
55,"Male","No","lthigh","Left High School","Retired",45000,"","*MISSING*","10",7,"Small Town","*Missing*","Single",0,0,"Yes","No","*Missing*",3.2,2.73,3.4,2.8,2,4,5,5,5,1,1,5,1,3,2,4,4,3,2,4,1,4,1,5,5,4,5,3,5,3,3,1,3,1,4,3,5,1,1,5,2,4,5,5,2,2,3,2,1
55,"*Missing*","No","phd","PhD","Unemployed",NA,"","*MISSING*","14",0,"*Missing*","*Missing*","Married",0,0,"Yes","No","*Missing*",4,3.4,3.5,1.2,5,5,5,5,5,1,1,5,4,3,4,4,3,3,3,5,4,5,1,5,4,5,1,1,5,2,4,5,5,2,5,5,3,2,1,3,4,3,5,2,1,1,1,1,1
67.5,"Male","No","high","High School","Retired",35000,"","*MISSING*","10",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",2.8,2.07,2.9,3.8,4,4,4,2,2,1,1,3,2,2,2,3,3,2,2,3,1,2,2,2,3,2,2,3,2,2,3,3,4,2,4,3,4,4,4,3,2,4,2,4,4,3,4,4,3
19,"Female","No","ltuni","Left University","Student",10000,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.4,3.27,4.1,3.6,5,4,5,3,3,1,4,5,4,3,1,5,1,3,4,3,3,4,5,4,4,2,4,5,5,2,4,5,5,5,5,5,2,5,4,5,5,3,3,2,4,4,4,4,3
55,"Female","Yes","ltuni","Left University","*Missing*",150000,"","*MISSING*","0",0,"Large Town","*Missing*","Married",NA,2,"Yes","Yes","*Missing*",3.4,3.47,3.75,4,4,4,4,3,3,3,2,5,4,3,2,4,4,4,5,4,3,2,4,4,4,4,4,1,5,2,4,3,4,2,4,4,4,4,4,5,5,3,5,4,4,4,4,4,4
45,"Female","No","phd","PhD","Full-Time",87500,"","*MISSING*","12",0,"Village","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",2.4,2.67,3.05,2.8,3,3,3,3,3,3,2,3,3,3,2,3,3,1,2,4,3,3,2,4,4,2,3,1,5,3,2,4,4,2,3,3,3,4,2,4,4,2,2,3,3,2,2,4,2
45,"Female","No","deg","Degree","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Married",0,0,"Yes","*Missing*","*Missing*",1,1.87,1.5,3.6,2,1,1,1,1,1,1,3,2,1,4,1,1,4,2,2,3,1,1,2,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,4,4,4,4,2
22,"Female","No","deg","Degree","Full-Time",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.8,2.8,3.4,3.8,4,3,4,3,3,1,2,3,3,3,3,4,4,2,4,2,3,3,2,3,4,2,3,3,3,3,4,4,4,3,4,4,1,3,4,4,4,4,4,4,3,4,4,4,3
45,"Female","No","deg","Degree","Full-Time",45000,"","*MISSING*","0",0,"Medium-Sized","*Missing*","Single",0,0,"No","No","*Missing*",1.6,1.8,1.9,4.8,2,2,2,2,2,1,1,4,2,2,2,1,1,1,2,3,3,1,1,2,2,2,1,4,1,1,2,4,2,1,5,1,1,1,2,1,2,1,2,4,5,5,5,5,5
67.5,"Male","Yes","phd","PhD","Full-Time",150000,"","*MISSING*","6",0,"Large Town","*Missing*","Married",NA,1,"Yes","Yes","*Missing*",2.4,3.6,3.25,4,3,2,3,3,3,4,4,5,2,4,3,4,3,4,3,3,4,4,4,3,4,2,3,2,3,2,4,4,4,2,2,4,3,3,4,4,3,5,4,4,4,4,4,4,3
19,"Female","No","ltuni","Left University","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",2.6,2.07,2.7,3,3,4,4,2,2,1,1,1,2,1,3,3,2,1,3,3,2,4,2,2,3,1,3,3,3,2,3,3,4,2,2,3,3,4,3,3,2,1,4,2,3,4,3,3,4
24,"Male","No","deg","Degree","Full-Time",15000,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",2.8,3.6,4.05,1.8,5,1,5,3,3,2,4,5,4,4,1,5,2,3,5,5,5,2,4,3,5,1,5,5,4,5,5,3,5,1,5,5,3,3,5,4,5,4,5,5,1,1,1,1,4
28,"Female","No","ma","Masters","Full-Time",55000,"","*MISSING*","1",0,"*Missing*","*Missing*","Single",0,0,"*Missing*","*Missing*","*Missing*",1.8,2.87,3.3,3.4,3,2,2,2,2,2,2,3,3,4,5,3,4,3,4,1,3,1,3,5,4,3,2,2,3,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3
55,"Female","No","phd","PhD","Part-Time",35000,"","*MISSING*","10",0,"Large Town","*Missing*","Married",0,0,"Yes","Yes","*Missing*",1.6,3.13,3.45,4,2,2,2,2,2,1,3,1,4,3,3,4,3,4,4,2,5,3,5,3,3,3,3,5,2,3,3,3,4,4,5,4,1,4,4,4,3,5,3,4,4,4,4,4,2
32.5,"Male","No","ma","Masters","Unemployed",NA,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.8,4.47,4.8,1.8,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,1,1,1,1,1
37.5,"Female","No","ltuni","Left University","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",4,4.47,4.1,1.8,5,5,5,5,5,2,3,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,1,3,5,5,5,4,5,5,3,3,5,4,2,5,5,5,1,1,1,1,1
45,"Male","Yes","deg","Degree","Full-Time",150000,"","*MISSING*","12",6,"*Missing*","*Missing*","Divorced",NA,2,"Yes","Yes","*Missing*",2.6,2.67,3.15,2.4,3,3,2,3,3,1,1,3,3,4,2,4,3,5,4,2,2,2,1,3,4,1,3,3,4,1,4,2,4,2,1,4,1,3,5,5,3,5,5,5,2,1,1,3,2
20,"Male","No","ltuni","Left University","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3,2.47,2.95,4.8,4,4,4,3,3,1,1,5,1,2,3,4,4,1,3,4,1,3,1,4,4,3,3,2,2,2,4,4,4,1,2,4,2,2,4,3,2,3,4,4,5,5,5,5,5
28,"Male","No","deg","Degree","Student",25000,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"No","No","*Missing*",2,2.13,2.45,4,2,3,3,2,2,1,1,3,2,2,1,1,1,2,4,4,3,4,1,3,2,1,2,2,4,4,2,3,4,1,1,3,1,2,2,4,2,3,3,4,4,4,4,4,1
23,"Female","No","deg","Degree","Student",10000,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.2,2.13,2.55,3.2,3,3,4,1,1,1,2,4,3,1,1,3,4,1,2,2,3,2,2,1,4,2,3,4,1,3,3,4,3,2,2,3,1,2,4,3,2,3,1,3,3,4,4,2,3
21,"Female","No","ltuni","Left University","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.8,2.87,3.55,4.2,4,4,3,3,3,1,1,4,4,4,1,3,4,1,4,3,4,4,2,4,4,3,3,4,4,3,4,4,4,2,3,5,1,2,5,4,2,5,5,5,4,5,2,5,3
32.5,"Male","No","lthigh","Left High School","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",3.6,4,4.15,2.6,4,5,4,5,5,4,2,5,3,5,2,5,5,4,4,5,3,5,3,5,5,5,4,1,5,5,4,4,5,2,4,4,4,4,4,4,4,5,5,5,1,3,3,1,1
21,"Female","No","deg","Degree","Full-Time",67500,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",4,3.67,4.55,1.8,5,5,5,5,4,2,3,4,2,5,5,5,5,5,5,5,1,3,1,5,5,3,5,3,5,4,5,5,5,5,3,5,4,4,5,5,5,5,5,5,1,1,1,1,1
28,"Male","No","phd","PhD","Full-Time",45000,"","*MISSING*","3",0,"Large Town","*Missing*","Married",0,0,"Yes","Yes","*Missing*",2.4,1.87,2.8,3.4,3,3,5,1,1,1,2,3,2,1,1,2,3,1,2,2,2,3,2,1,2,1,3,3,2,2,2,4,3,3,3,3,1,4,4,5,4,3,3,2,3,4,3,5,1
24,"Female","No","deg","Degree","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",2.8,2.87,3.75,4.2,3,4,4,3,3,1,2,4,4,2,2,3,4,2,4,2,4,2,4,5,5,4,1,5,5,3,5,3,5,3,1,4,1,4,5,2,5,4,5,4,4,4,4,5,4
55,"Male","Yes","phd","PhD","Full-Time",67500,"","*MISSING*","0",0,"*Missing*","*Missing*","Married",NA,0,"No","Yes","*Missing*",3.6,3.47,3.4,2,3,5,5,5,5,4,3,2,4,4,2,4,4,3,3,4,3,4,3,5,4,1,3,3,3,2,4,5,3,1,2,4,3,5,4,4,3,4,5,2,2,2,2,2,1
20,"Male","No","ltuni","Left University","Student",15000,"","*MISSING*",NA,0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.6,3.27,3.65,2.8,3,4,4,2,3,3,3,4,3,4,1,4,3,3,3,4,4,5,2,3,4,3,4,5,3,4,4,3,4,2,3,4,3,4,4,4,3,4,5,1,3,3,4,3,4
19,"Male","No","ltuni","Left University","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.2,4.67,4.5,4.6,5,5,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,1,4,5,5,5,5,5,5,4,5,4,5,3
25,"Female","No","ma","Masters","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2,2.33,2.8,3.8,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,4,3,2,2,3,1,3,4,2,3,3,3,3,3,4,3,2,2,3,4,2,3,3,3,4,4,4,4,4
28,"Male","No","deg","Degree","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.2,3.6,3.65,2.4,3,5,5,3,3,1,3,3,4,4,2,4,5,5,4,5,4,4,3,4,4,2,4,4,3,5,4,4,4,4,4,4,4,4,4,1,2,4,4,4,2,2,2,2,2
55,"Male","Yes","ma","Masters","Full-Time",67500,"","*MISSING*","0",0,"Large Town","*Missing*","Married",0,1,"Yes","No","*Missing*",3.4,3,3.2,4.6,4,3,5,4,4,1,1,2,4,4,3,2,3,3,4,3,3,5,3,4,3,5,5,2,1,2,3,4,4,4,2,5,1,3,4,4,3,2,3,3,5,5,5,5,3
37.5,"Female","No","ma","Masters","Part-Time",NA,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.4,3.53,3.5,3.2,3,3,3,3,3,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,5,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3,4,3,3,3,3,4
45,"Female","No","phd","PhD","Full-Time",67500,"","*MISSING*","10",0,"Small Town","*Missing*","Single",0,0,"Yes","Yes","*Missing*",1.8,4.07,3.85,4.4,3,2,2,2,2,2,4,4,5,5,4,5,5,5,5,3,5,2,5,5,5,3,3,2,3,3,4,3,5,5,4,5,3,3,4,3,4,5,5,5,4,4,4,5,4
28,"Female","No","deg","Degree","Full-Time",NA,"","*MISSING*","4",4,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",2.2,2.07,2.6,2.8,2,3,4,2,2,1,1,2,1,3,2,2,2,2,2,4,3,3,1,2,3,1,3,2,3,3,3,4,3,2,2,3,1,3,3,3,2,3,3,4,2,4,2,2,1
45,"Female","No","ma","Masters","Full-Time",87500,"","*MISSING*","5",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",1.8,2.47,4.05,3.2,2,2,3,2,2,3,2,3,3,3,1,2,4,1,3,3,2,3,2,4,4,4,3,5,3,3,5,3,5,2,4,3,5,4,4,5,5,5,5,4,3,3,3,3,3
23,"Female","No","ma","Masters","Student",NA,"","*MISSING*","1",1,"Large Town","*Missing*","Single",0,0,"No","No","*Missing*",1.8,2.73,2.55,3.4,3,2,2,2,2,2,2,2,3,3,4,2,3,3,4,3,3,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,4,3,2,1,3,1,4,2,4,4,3,3
45,"Male","No","phd","PhD","Full-Time",150000,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"No","No","*Missing*",2.4,3.2,2.9,3.8,3,4,3,2,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,3,2,4,3,2,3,3,3,4,3,3,3,3,2,2,2,4,2,5,4,4,4,5
23,"Male","No","deg","Degree","Full-Time",55000,"","*MISSING*","1",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3.4,4,3.8,3.4,4,5,4,4,3,2,3,5,5,4,4,5,5,4,5,4,4,3,4,3,4,1,3,2,4,4,4,4,5,4,4,5,4,3,5,5,4,4,4,5,4,4,2,2,2
55,"Female","Yes","deg","Degree","Unemployed",150000,"","*MISSING*","14",0,"Rural/Country","*Missing*","*Missing*",0,1,"Yes","Yes","*Missing*",3.4,3.13,3.85,3.2,4,4,4,4,4,1,1,4,3,4,4,3,5,3,3,3,3,3,3,3,4,2,5,5,2,4,4,5,5,3,3,5,2,3,4,5,4,5,4,5,3,3,3,2,1
32.5,"Male","No","deg","Degree","Full-Time",67500,"","*MISSING*","2",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",1.6,3.4,3.8,3.8,2,2,2,2,2,1,3,5,5,2,4,4,4,1,4,4,5,2,5,3,4,2,2,5,3,4,4,2,4,5,5,5,2,3,4,5,4,5,5,5,4,4,4,2,2
45,"Female","No","","*Missing*","*Missing*",NA,"","*MISSING*","0",0,"Village","*Missing*","Married",0,0,"Yes","No","*Missing*",2.2,2.07,2.05,3,3,3,3,2,2,2,2,1,2,3,3,2,3,1,1,4,2,2,1,1,3,1,1,3,3,2,2,3,3,1,2,2,1,1,3,2,1,3,3,3,3,3,3,3,2
45,"Male","No","ma","Masters","Part-Time",10000,"","*MISSING*","10",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",2.8,3.73,3.75,3.2,4,4,3,3,3,3,4,2,5,5,3,4,4,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,4,4,5,2,2,4,4,4,4,4,4,3,4,2,3,2
45,"Male","No","deg","Degree","Full-Time",150000,"","*MISSING*","14",0,"Village","*Missing*","Married",0,0,"Yes","No","*Missing*",2,1.8,2.5,2.8,4,4,1,1,1,2,1,5,2,2,1,1,2,1,1,3,1,3,1,3,3,2,2,2,2,2,3,1,3,1,2,3,3,2,3,4,3,3,3,2,3,3,3,3,4
28,"Female","No","deg","Degree","Part-Time",15000,"","*MISSING*","3",0,"Village","*Missing*","Single",0,0,"Yes","No","*Missing*",1.8,3.6,3.2,3.4,2,3,2,2,2,5,4,5,4,2,4,2,3,2,4,4,5,4,4,2,4,2,1,5,4,1,3,3,4,2,4,2,5,3,5,4,4,3,3,4,3,4,3,3,2
32.5,"Male","Yes","phd","PhD","Full-Time",45000,"","*MISSING*","5",0,"Village","*Missing*","Married",NA,1,"No","No","*Missing*",2.4,2.07,2.85,4,3,2,4,2,2,1,1,1,2,2,1,2,3,2,2,4,3,3,2,2,3,2,2,5,2,4,3,3,3,1,3,3,1,3,3,4,3,4,3,2,5,4,4,5,5
37.5,"Male","No","dip","Diploma","Full-Time",45000,"","*MISSING*","0",3,"*Missing*","*Missing*","Single",0,0,"No","No","*Missing*",1.2,2,2.3,2.8,3,1,1,1,1,4,1,3,1,2,1,3,2,4,2,2,1,2,1,2,2,1,1,1,1,2,3,2,3,2,2,4,4,3,2,4,2,2,3,4,2,2,3,3,4
55,"Female","No","ltuni","Left University","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",2.6,2.73,3.45,3.8,4,3,3,3,3,1,2,3,3,3,3,2,3,3,5,4,2,2,2,5,5,2,3,1,5,3,4,4,5,2,3,4,2,3,3,3,3,5,4,4,3,4,4,4,1
28,"Female","No","deg","Degree","Unemployed",10000,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",3.2,3.27,2.75,4,4,5,4,3,3,1,2,5,4,3,5,3,3,5,4,2,3,3,3,3,3,1,2,3,1,2,4,2,4,3,2,4,1,1,3,4,3,5,4,5,4,4,4,3,4
45,"Female","No","deg","Degree","Unemployed",NA,"","*MISSING*","0",0,"Village","*Missing*","Single",0,0,"Yes","Yes","*Missing*",3,2.33,2.75,2.8,4,3,4,4,4,1,1,1,3,3,3,3,2,1,4,3,1,4,1,1,5,4,2,4,1,3,4,3,3,1,3,1,2,1,3,3,3,3,5,3,3,3,3,2,2
32.5,"Male","No","grade","Elementary School","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",3.2,3.27,3.95,3.6,4,5,5,2,1,1,2,3,3,4,2,5,5,4,4,4,4,4,3,5,4,3,3,2,3,4,4,5,5,3,5,5,1,4,5,5,3,5,5,4,3,3,4,4,4
19,"Female","No","ltuni","Left University","Student",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","Single",0,0,"Yes","No","*Missing*",3,1.87,2.3,4.2,4,4,4,3,4,1,1,2,2,1,1,1,3,1,3,2,1,4,1,1,3,1,3,2,2,2,1,4,4,1,4,3,3,2,3,1,2,3,1,2,4,5,5,5,4
25,"Female","No","ma","Masters","*Missing*",NA,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","No","*Missing*",2.6,1.93,2.25,2.8,4,3,4,2,2,1,1,1,3,3,1,1,2,3,3,2,2,2,2,1,1,1,2,3,3,4,2,4,3,1,2,3,2,2,2,2,2,2,3,2,2,4,3,3,3
19,"Female","No","ltuni","Left University","Student",10000,"","*MISSING*","0",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",1.4,2.6,3.5,4,1,1,4,1,1,1,2,3,3,2,1,3,2,1,3,4,5,5,3,2,4,3,3,5,5,3,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4
45,"Male","No","ma","Masters","Unemployed",55000,"","*MISSING*","10",0,"*Missing*","*Missing*","*Missing*",0,0,"Yes","Yes","*Missing*",2,2.67,2.55,2.4,2,3,3,2,2,2,3,2,4,3,3,2,3,3,4,1,3,3,2,2,2,1,2,3,3,2,3,3,2,4,4,2,2,3,3,2,2,3,3,2,2,2,3,3,2
45,"Male","No","phd","PhD","Full-Time",67500,"","*MISSING*","0",0,"Village","*Missing*","*Missing*",0,0,"No","No","*Missing*",1.8,1.6,2.55,3.2,3,3,2,1,1,1,1,4,2,1,1,2,2,1,1,3,1,2,1,2,2,3,2,2,2,3,2,5,3,1,2,3,2,3,2,4,3,2,3,2,3,3,4,4,2
55,"Female","Yes","phd","PhD","Retired",87500,"0","*MISSING*","0",0,"Large-City","*Missing*","Married",NA,1,"Yes","No","*Missing*",3.6,3.73,3.75,1.6,4,4,4,5,4,3,2,3,4,4,4,4,4,3,4,5,4,4,4,5,5,3,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,5,4,4,1,1,1,1,1
37.5,"Female","Yes","ma","Masters","Retired",150000,"","*MISSING*","0",6,"Village","*Missing*","Married",NA,0,"Yes","No","*Missing*",3.2,2.8,2.35,2.8,5,4,4,3,3,1,3,5,4,4,1,2,3,1,3,1,4,5,2,1,4,2,1,4,3,2,3,2,4,2,4,3,1,1,1,1,1,3,4,4,3,3,2,2,2
23,"Female","No","deg","Degree","Part-Time",15000,"","*MISSING*","2",3,"*Missing*","*Missing*","Separated",0,0,"No","Yes","*Missing*",0.8,2.87,2.8,1.8,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1
